t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,ISIN, Nom
17.275238095,16.03047619,17.896818182,16.907058824,17.112727273,17.035714286,17.1545,17.909130435,18.94047619,19.278947368,21.003181818,22.688421053,22.497619048,27.225,27.876818182,28.359473684,30.335,33.7015,30.102727273,30.306521739,29.0125,27.135652174,31.080454545,30.424444444,30.537272727,29.6635,30.144,34.204761905,34.482727273,32.865,28.943913043,29.662727273,29.88,27.4,28.079047619,25.81,24.567272727,23.8265,23.193333333,23.467,23.903809524,24.6945,25.126086957,22.637142857,22.468181818,22.136521739,20.875,22.7375,22.543333333,21.887,20.085652174,20.0515,21.39952381,21.706818182,23.273636364,24.30047619,23.514545455,22.804285714,20.039090909,19.769565217,19.9385,21.093333333,20.749333333,20.208947368,19.1,18.853636364,18.796190476,21.486086957,23.523636364,23.774761905,22.674545455,22.684285714,24.017272727,26.378,26.281304348,26.241111111,26.824090909,25.951818182,25.747619048,27.846521739,26.999047619,27.136363636,29.339090909,28.578421053,32.498181818,39.512,38.311818182,40.340526316,49.450909091,51.010952381,51.139545455,50.843913043,53.309,55.062272727,60.337727273,54.995789474,47.177272727,46.73047619,47.765263158,51.216818182,61.393809524,67.956190476,66.724347826,69.713333333,72.522727273,56.833478261,45.009,44.478571429,47.578095238,52.8955,49.819545455,50.95,53.214,53.073636364,51.266521739,49.760952381,54.311363636,56.667142857,53.757619048,53.705,FR0000078339,ClCntrAlli
90.419047619,106.50714286,118.10909091,99.247058824,104.52272727,84.055,79.1475,65.210869565,72.702380952,74.884090909,59.875,46.295263158,53.565909091,62.61,49.931818182,45.313684211,53.813636364,51.6375,48.565909091,50.965652174,44.975,48.774782609,49.900454545,50.416666667,50.795454545,57.5275,60.475,59.435714286,57.027272727,56.3925,56.223913043,47.632272727,38.142857143,29.317391304,32.13,38.4815,37.751818182,35.904,34.861428571,29.193,32.626190476,40.908095238,39.850869565,39.732857143,39.68,45.720869565,45.343,45.03952381,45.373809524,48.944,53.691304348,53.0625,58.723809524,61.581818182,62.536363636,57.829545455,61.465909091,60.342857143,59.877272727,58.308695652,59.761904762,64.785,66.992857143,65.154761905,64.588636364,65.268181818,66.228571429,66.215217391,73.915909091,76.257142857,71.261363636,69.15952381,73.488636364,75.7925,76.580434783,75.152777778,69.559090909,66.422727273,64.45,63.982608696,68.678571429,67.479545455,66.406818182,66.013157895,69.263636364,72.1325,71.747272727,77.746842105,80.727727273,84.692380952,89.783636364,87.225652174,83.231,84.653913043,78.695454545,76.861578947,66.140909091,54.571904762,52.547894737,55.595454545,56.945238095,55.321904762,46.786086957,53.561428571,55.92,43.473478261,41.7,35.866190476,32.646190476,32.017,33.037727273,37.4115,43.7725,53.831818182,52.505652174,56.405238095,59.876818182,71.342380952,64.498095238,53.412272727,FR0010309096,Cegereal
47.122380952,55.177619048,62.906956522,53.740555556,47.137272727,38.865238095,34.6585,31.796956522,31.877619048,24.699090909,22.095,18.937894737,19.131363636,24.2645,19.945909091,22.102105263,27.216363636,26.461,24.383181818,26.101304348,21.7145,21.585217391,21.889090909,20.747222222,20.899545455,19.4655,20.046,19.941904762,17.124090909,15.867,14.396956522,11.986363636,11.019047619,9.4526086957,9.9319047619,10.385,10.109090909,7.552,7.6033333333,9.913,10.717619048,11.23952381,11.116521739,11.31952381,11.640909091,13.370434783,16.698,16.898095238,18.504761905,23.093,22.223043478,23.2365,21.998095238,23.264761905,26.489545455,24.257727273,23.095,22.002380952,23.702272727,24.287391304,28.005238095,31.403,32.052380952,33.216190476,29.811363636,29.131818182,29.405714286,29.15,30.655,32.223333333,30.882272727,33.654285714,34.562727273,34.9275,36.375652174,39.802777778,37.493181818,34.132727273,32.624285714,31.812173913,33.123809524,35.010454545,35.966818182,34.680526316,34.916818182,34.854,33.66,36.498421053,38.449090909,37.178095238,43.353181818,42.519130435,40.989,39.472173913,34.845454545,29.217368421,23.179545455,22.700952381,22.855789474,22.420454545,20.85,19.527142857,16.897391304,16.619047619,15.558636364,11.900869565,9.308,8.3557142857,8.1242857143,7.253,8.1436363636,10.3115,10.858,13.202272727,13.892173913,16.936666667,16.184545455,16.116666667,16.464761905,16.006818182,FR0004042232,CerepAlcer
4.679047619,12.587894737,18.191304348,13.698888889,15.06,15.014285714,14.3365,14.864782609,17.844761905,17.728636364,18.113636364,16.783684211,17.62,20.66,19.285909091,17.951052632,19.814545455,19.1375,17.944545455,18.19826087,12.79,14.540434783,18.122727273,16.776666667,17.563181818,18.731,19.0235,19.334761905,18.411818182,14.7655,13.26826087,12.828181818,11.645238095,8.502173913,8.76,9.4305,9.6418181818,8.8565,7.3295238095,8.2105,8.78,8.5333333333,7.7708695652,7.8533333333,8.3013636364,8.1104347826,8.1215,8.6,8.5895238095,9.3355,9.4969565217,9.7715,9.3528571429,9.7004545455,9.7113636364,9.3590909091,9.3845454545,9.4433333333,10.073181818,10.653913043,11.761428571,13.2905,13.055238095,12.198095238,9.7809090909,9.4440909091,10.402857143,9.6126086957,9.2927272727,9.3976190476,8.865,10.140952381,11.749090909,11.07,11.329565217,11.669444444,11.047272727,9.0127272727,8.0871428571,8.1117391304,7.5252380952,6.7081818182,7.4209090909,7.8836842105,8.5931818182,8.061,7.2359090909,7.8073684211,7.8813636364,7.4061904762,7.1395454545,6.7247826087,6.041,6.5330434783,5.8213636364,4.8310526316,3.8204545455,3.4933333333,3.5942105263,4.0172727273,4.209047619,3.9914285714,3.2308695652,3.1771428571,2.7659090909,2.1,2.024,2.2023809524,2.4033333333,2.1545,1.6281818182,1.794,1.9915,2.1045454545,2.117826087,2.3723809524,2.1168181818,2.1871428571,2.0176190476,1.8263636364,FR0010540997,CesarAlces
11.207142857,12.39,13.622608696,13.049444444,13.653636364,14.208571429,15.155,16.158695652,16.685238095,14.853181818,14.255909091,13.707894737,13.434090909,14.149,14.012272727,13.854736842,15.730909091,14.777368421,11.528571429,11.09826087,9.1685,8.2482608696,7.9522727273,6.9261111111,7.3940909091,7.923,8.4995,9.070952381,9.2445454545,7.919,6.9291304348,6.3840909091,5.1228571429,3.4439130435,3.8252380952,3.8545,3.0686363636,2.5935,2.410952381,2.903,3.3228571429,3.8923809524,3.9169565217,4.0019047619,3.8772727273,4.4826086957,5.1725,5.9676190476,6.7185714286,7.4235,7.4052173913,7.4865,8.0185714286,8.8840909091,9.1859090909,8.4972727273,9.9831818182,10.048095238,9.4186363636,9.9926086957,10.805238095,12.933,13.302857143,13.16047619,12.500454545,13.735,14.919047619,16.26173913,16.676818182,15.790952381,14.503636364,15.432857143,17.571363636,20.8725,22.354782609,24.884444444,27.776363636,25.07,26.566666667,26.504347826,24.59047619,24.611818182,29.252727273,31.878947368,30.885454545,31.455,30.246818182,31.220526316,32.968181818,34.443809524,38.425909091,35.725652174,41.4775,45.253043478,40.940454545,39.524736842,34.385,32.53047619,30.772631579,32.700909091,33.959047619,31.74047619,24.604782609,25.203333333,24.030454545,14.383043478,11.996,10.84952381,10.619047619,9.4787,8.8522272727,10.13955,11.89825,13.281363636,12.52173913,14.527380952,15.838863636,15.837954545,14.406904762,14.530681818,FR0000130692,Chargeurs
19.180952381,18.563333333,18.414782609,19.757777778,20.834090909,20.823809524,20.56,20.653478261,21.941428571,21.958636364,22.862272727,22.212631579,23.791363636,24.3585,26.063809524,27.788421053,27.57,27.266666667,25.617647059,24.887391304,22.0905,22.145217391,21.4545,21.726111111,23.395,24.28,25.8325,27.646190476,29.659090909,27.752,26.284782609,24.521428571,23.516666667,22.84173913,24.134285714,24.619,24.176363636,22.854736842,22.995714286,22.907894737,22.969047619,22.972380952,23.022608696,24.3985,24.947727273,26.23826087,25.467,24.73952381,26.051428571,26.926,26.781363636,27.295,27.06952381,27.191818182,27.357727273,26.035,26.379545455,26.802380952,26.540454545,29.062173913,32.553809524,33.3125,33.983809524,32.312857143,30.427619048,29.014090909,27.262857143,24.012173913,23.232272727,20.561428571,18.728636364,18.348571429,17.917272727,18.888,21.570434783,23.134444444,22.44,20.763636364,20.690952381,19.106956522,21.73047619,21.314545455,21.074090909,20.873157895,22.096818182,22.6525,23.56,26.553684211,26.335454545,24.071904762,22.990909091,22.007826087,22.5265,20.20173913,18.291363636,16.473684211,15.353181818,13.328095238,13.223157895,13.597272727,13.75,12.640952381,10.433478261,10.198571429,10.484090909,9.1991304348,7.6255,6.83,6.710952381,6.376,5.1295454545,4.723,4.5475,4.27,4.24,4.9947619048,4.825,6.5642857143,6.0347619048,5.8386363636,FR0000060907,Chausseria
59.407619048,56.951904762,56.915217391,60.670555556,64.225,62.714285714,62.83,67.030434783,62.911904762,59.827272727,57.356818182,51.408421053,49.020909091,48.2915,42.075454545,42.037894737,48.011818182,45.4535,40.851818182,40.380869565,29.659,29.049130435,32.684090909,34.756111111,35.092272727,36.396,43.2875,42.89952381,45.315454545,39.689,34.950434783,33.710909091,31.527619048,30.266956522,34.857619048,33.266,30.543181818,31.318,32.074285714,31.276,32.98952381,35.727142857,36.915217391,39.93047619,43.771363636,45.841304348,47.5945,47.33047619,51.57047619,52.62,52.582608696,54.395,51.434285714,51.688636364,51.545,47.418636364,48.728636364,49.046190476,49.062727273,48.364347826,49.377142857,51.9995,55.130952381,55.454761905,56.6,62.256818182,65.545238095,65.941304348,66.738636364,67.361904762,69.577272727,74.302380952,77.1,77.775,82.2,82.525,80.879545455,74.340909091,75.585714286,78.269565217,80.626190476,83.086363636,83.490909091,80.052631579,81.643181818,88.118,90.731363636,93.173684211,96.219090909,95.425238095,92.035909091,87.568695652,86.8795,91.770869565,87.820454545,87.942105263,77.933181818,73.994285714,69.125263158,70.145454545,76.087142857,72.635238095,65.187826087,71.117619048,66.644090909,46.147826087,39.401,38.350952381,39.323333333,40.887,41.110454545,47.547,52.686,55.535454545,54.56673913,61.992857143,65.564090909,69.273636364,69.454285714,70.05,FR0000054322,CiboxInter
96.476190476,96.154761905,96.32826087,98.429411765,104.26363636,112.44761905,112.68,113.28695652,113.78095238,113.05,114.00909091,116.33684211,117.29545455,117.365,118.56363636,117.64736842,118.40909091,117.56,120.64545455,124.25217391,120.27894737,120.35652174,120.91363636,120.18888889,120.85454545,120.73157895,121.285,122.62380952,129.04545455,128.07,128.15217391,124.98636364,125.37619048,120.93913043,121.76190476,121.9,117.92727273,110.255,104.27619048,111.43,115.5,123.0952381,124.34782609,124.36190476,126.69545455,128.19565217,129.895,131.84761905,138.42380952,150.125,150.57826087,149.625,148.79047619,149.00454545,150.02727273,148.71363636,148.44090909,153.73333333,172.60454545,173.16086957,182.4952381,186.695,185.65714286,186.63809524,186.32272727,179.15454545,164.14285714,161.06956522,159.46818182,160.93333333,160.50454545,156.87619048,160.9,167.945,186.93043478,188.86666667,185.32272727,181.29090909,182.6,189.62608696,205.76190476,213.57727273,244.38181818,260.77368421,281.72727273,314.6145,306.28818182,296.44578947,311.33545455,298.17380952,294.605,274.3826087,257.6365,257.81782609,236.56727273,237.02157895,226.44181818,204.60857143,197.08736842,188.58772727,181.51095238,166.14904762,137.60782609,128.50904762,117.67909091,105.82956522,115.816,104.67142857,93.071904762,79.252,82.751818182,109.1875,114.402,103.34045455,99.309565217,115.84857143,112.25954545,123.0247619,121.42761905,116.12227273,FR0000030611,CompMaroc
65.573809524,56.778571429,52.110869565,52.583333333,53.281818182,52.179047619,53.21,54.456521739,54.157142857,51.802272727,53.356818182,52.415789474,52.425,53.14,52.961363636,53.468421053,53.859090909,52.055,51.977272727,52.589130435,45.099,42.678695652,45.665909091,46.971111111,47.917727273,48.717,50.9475,51.012380952,51.527272727,50.206,49.136521739,48.007272727,47.226666667,46.917391304,49.231428571,51.2925,49.311818182,46.954,45.828095238,47.29,47.561428571,47.862857143,50.75,50.731904762,52.9,55.454347826,55.3475,55.64047619,55.197619048,56.4625,59.113043478,61.0875,62.392857143,63.736363636,64.993181818,66.047727273,68.022727273,70.166666667,68.070454545,67.815217391,70.321428571,75.3475,75.5,73.947619048,71.686363636,78.004545455,82.107142857,86.65,88.868181818,94.402380952,97.102272727,102.17380952,109.85909091,118.99,125.75217391,134.56111111,133.80909091,124.89545455,127.18571429,125.03043478,126.52380952,131.11363636,138.75,144.93684211,157.7,162.4815,155.29909091,162.82631579,171.92954545,172.21428571,171.03090909,146.94173913,136.3955,131.83565217,116.12818182,117.46263158,105.04863636,103.78428571,103.94368421,118.34045455,123.47952381,115.95809524,93.692608696,90.344285714,87.782272727,58.039565217,53.5395,60.331904762,62.378571429,59.630789474,55.725909091,65.63925,71.121,65.615,62.53173913,72.048571429,76.814545455,79.447727273,75.414285714,72.431363636,FR0000060824,FinMarjos
117.05714286,116.59047619,140.1826087,134.35,132.24090909,138.53333333,141.885,138.04347826,126.28095238,101.01818182,96.397727273,93,96.543181818,103.055,87.525,75.686842105,76.679545455,69.0125,68.425,65.004347826,44.146,34.766521739,40.562272727,45.463888889,46.448636364,47.7185,52.8375,48.996190476,41.234090909,35.2905,30.72173913,27.653181818,24.431904762,21.324347826,25.670952381,22.834,23.116363636,22.184,19.083333333,19.246,20.328571429,25.455238095,29.842173913,33.589047619,31.170454545,31.419130435,32.6315,31.973809524,32.875714286,34.107,34.433043478,35.1235,33.008095238,36.596363636,37.474090909,35.990454545,37.638636364,37.571904762,35.189090909,34.916521739,35.92952381,40.305,39.959047619,37.995714286,38.437272727,39.567272727,38.751904762,39.71826087,39.396363636,37.79952381,37.965454545,37.97047619,41.086363636,41.8,44.904782609,45.58,46.753636364,41.845,37.897142857,38.19,42.015238095,42.357727273,42.142727273,41.415263158,42.159090909,43.8205,42.398636364,44.768421053,48.623181818,51.056190476,53.683636364,50.483913043,48.148,46.67173913,43.232727273,43.001578947,34.510454545,32.13952381,32.659473684,33.917727273,34.23,32.888095238,28.172608696,29.22,27.675,18.414347826,15.7,12.764761905,12.161904762,11.846,10.024272727,10.6522,10.5882,10.116045455,9.8374347826,10.609285714,13.353181818,15.537727273,13.892142857,13.402954545,IL0010832298,CMTMediTec
46.356190476,51.09952381,57.439130435,57.630555556,62.547727273,61.683333333,60.135,57.908695652,59.502380952,57.825,55.034090909,56.160526316,58.902272727,58.345,54.672727273,57.2,62.013636364,62.0925,55.756818182,53.841304348,45.802631579,47.172608696,48.507272727,50.142777778,54.995454545,57.0275,56.8,58.035714286,60.186363636,58.2775,57.736956522,56.761363636,57.976190476,54.25,55.892857143,60.6775,57.229545455,56.2725,52.023809524,54.753684211,54.354761905,55.652380952,53.226086957,54.711904762,54.452272727,53.032608696,53.45,52.866666667,54.438095238,58.925,59.013043478,59.645,58.638095238,57.404545455,62.461363636,67.322727273,70.113636364,69.338095238,69.931818182,71.023913043,74.676190476,76.53,75.428571429,74.938095238,69.040909091,71.990909091,70.383333333,73.969565217,76.425,75.371428571,74.593181818,77.280952381,84.145454545,88.1825,97.191304348,95.266666667,98.886363636,96.359090909,103.91428571,104.33043478,112.30952381,111.14090909,108.87272727,107.28947368,117.62272727,128.16,125.40863636,132.72736842,127.445,126.7605,119.14818182,114.94086957,113.1955,111.73869565,101.14409091,88.631578947,78.588636364,67.565238095,70.979473684,78.110909091,78.090952381,74.777142857,71.175217391,76.192857143,72.798181818,61.092173913,50.8365,46.6755,51.602857143,56.5285,56.377272727,56.5085,60.437,64.955,73.945217391,74.59047619,76.124090909,75.895238095,74.795714286,70.908571429,FR0000120222,CNPAssur
34.548095238,29.775238095,27.653478261,31.565555556,33.227272727,35.90047619,35.293,36.710434783,33.326190476,35.402727273,36.896363636,39.674210526,38.415909091,36.7695,35.286363636,37.248421053,34.668636364,37.713,36.920454545,36.464347826,34.6615,34.406086957,35.406363636,35.567222222,34.626818182,34.8995,36.929,39.143333333,42.197272727,41.3405,36.986956522,36.31,36.251428571,35.00173913,36.024761905,34.9735,36.695,36.291,33.861904762,35.012,38.180952381,37.305238095,37.256521739,37.080952381,38.095909091,39.576956522,39.019,39.557142857,44.411428571,45.5835,45.864782609,49.1115,48.064285714,47.698181818,46.776818182,47.791363636,51.051818182,51.654761905,51.55,53.669565217,53.073809524,53.675,54.045238095,54.173809524,53.265909091,52.761363636,53.438095238,55.730434783,55.770454545,56.626190476,62.654545455,66.421428571,69.879545455,73.615,80.204347826,86.191666667,81.895454545,73.106818182,73.464285714,78.3,79.514285714,79.243181818,82.118181818,82.739473684,87.081818182,88.7795,83.219090909,91.297894737,96.282272727,95.193333333,96.065909091,89.436521739,89.7535,90.550869565,81.773181818,85.393684211,84.474545455,73.726666667,73.726315789,80.089090909,78.302857143,76.609047619,71.22826087,78.095238095,80.465,68.51,58.148,51.231904762,52.311428571,54.11875,45.657045455,52.755,62.48175,66.860909091,64.798478261,64.544761905,68.927727273,71.646818182,70.435238095,69.307272727,FR0000054629,Cofidur
51.919047619,46.871428571,47.133913043,46.065555556,49.642727273,50.805238095,72.253571429,66.969565217,59.004761905,53.786363636,55.434090909,53.713157895,58.104545455,56.675,60.352272727,62.102631579,66.438636364,65.18,66.315909091,66.088636364,64.6325,64.363043478,63.543181818,62.511111111,63.014285714,64.6625,71.1025,73.430952381,73.393181818,72.2425,71.015217391,70.627272727,68.233333333,68.008695652,67.195238095,66.93,67.572727273,66.9575,67.028571429,70.84,77.79047619,83.078571429,88.358695652,90.15952381,88.690909091,90,92.19,90.364285714,90.161904762,91.6475,93.219565217,94.8125,94.077777778,94.327272727,94.15,94.381818182,98.827272727,104.01428571,104.98181818,113.4173913,126.4952381,123.35,125.25714286,123.84761905,128.54545455,132.33181818,131.95238095,134.69130435,145.01818182,149.33333333,144.89090909,143.98095238,141.56818182,150.58,166.47391304,166.53888889,163.00909091,161.22272727,170.81428571,183.33478261,206.71904762,220.59545455,215.51363636,219.32631579,238.66363636,264.8905,291.05363636,294.64736842,346.33636364,345.24238095,339.26090909,324.91608696,322.65,316.50043478,307.12818182,303.92684211,261.10363636,220.69809524,224.07263158,235.31909091,233.7547619,218.64238095,198.38173913,198.68809524,188.26136364,146.13913043,141.926,131.06571429,140.56952381,133.3635,140.69045455,161.0015,166.4715,172.99863636,168.61478261,173.31095238,182.07545455,187.61238095,189.47,176.04318182,FR0000066177,CompLucette
79.730952381,78.780952381,77.397826087,77.45,84.475,88.804761905,95.69,96.293478261,96.657142857,96.443181818,96.279545455,98.631578947,100.16136364,102.81,105.28181818,107.54210526,120.77727273,117.795,108.25,100.12272727,98.26,98.576086957,90.065789474,79.497222222,85.254545455,80.010526316,82.475,83.5425,78.69047619,75.6075,77.030434783,84.563636364,83.402380952,73.404347826,73.6175,79.939473684,87.915909091,88.165,89.402380952,93.4,92.766666667,92.40952381,91.417391304,93.352380952,94.822727273,94.695652174,93.7,95.4625,94.35,94.79,101.91304348,103.27,100.34761905,97.647727273,101.88181818,101.225,101.51363636,104.8047619,104.29090909,101.79130435,105.70952381,107.645,109.0952381,107.25714286,104.97727273,104.5,108.53809524,113.74347826,116.51818182,115.51904762,116.24545455,108.26190476,111.85909091,124.495,130.36956522,126.21666667,135.15,137.90454545,124.77142857,120.56086957,125.06190476,122.95,119.89090909,115.77894737,121.07272727,115.3025,117.4,116.20684211,117.44909091,115.93952381,117.84363636,118.87318182,120.658,109.72565217,102.90136364,94.321578947,83.681818182,77.287142857,88.857894737,87.927727273,88.051904762,84.567619048,75.131304348,71.765238095,67.247727273,49.741304348,41.661,34.938095238,37.070952381,42.2075,42.59,42.791,43.2595,44.985,43.465909091,48.14952381,54.329090909,72.810952381,66.368095238,61.473636364,FR0000185506,CrAgAtVe
52.05952381,52.035714286,53.373913043,55.294444444,56.715909091,57.302380952,58.7025,59.6,59.128571429,58.743181818,59.545454545,66.126315789,75.802272727,68.2975,71.634090909,70.107894737,75.122727273,79.0725,80.125,73.984090909,69.635,77.230434783,77.081818182,75.613888889,74.588636364,73.2825,71.6625,73.807142857,73.881818182,73.7875,75.406521739,75.357142857,75.055,67.4,69.235714286,69.245,64.220454545,70.925,74.414285714,72.7825,73.042857143,74.354761905,71.934782609,75.719047619,75.938636364,71.711363636,71.213157895,71.180952381,71.523809524,71.96,71.863043478,72.31,73.733333333,74.704545455,75.65,76.256818182,77.306818182,78.25952381,81.202272727,87.365217391,88.819047619,86.2725,87.416666667,88.452380952,87.475,83.918181818,83.714285714,82.052173913,82.261363636,82.288095238,80.420454545,78.607142857,84.713636364,87.3425,90.47826087,90.419444444,89.134090909,84.352272727,82.619047619,84.936956522,83.964285714,83.295454545,81.368181818,81.668421053,84.818181818,86.6915,85.444090909,90.465789474,90.687272727,87.70952381,90.683636364,91.423043478,91.5805,87.015652174,83.063181818,75.844210526,64.843181818,60.816190476,60.658421053,60.072857143,60.238571429,51.23952381,42.618695652,43.102380952,42.291818182,33.209565217,31.402,26.53047619,26.933333333,26.238,27.21047619,31.4675,37.5175,34.499545455,31.286956522,35.452380952,39.661818182,51.392857143,46.332857143,45.207619048,FR0010461053,CrAgLang
47.256190476,46.326190476,46.256086957,46.744444444,47.266363636,46.985238095,46.019,46.683913043,47.147619048,50.705,54.727272727,55.85,59.570454545,61.14,61.231818182,61.231578947,63.05,71.8325,77.777272727,65.864705882,57.615789474,57.102272727,57.1275,53.897058824,57.168181818,55.831578947,59.5825,58.84047619,59.397727273,54.3675,50.485714286,49.659545455,49.348571429,45.615454545,47.338333333,49.631052632,48.252857143,45.782631579,42.205,42.323684211,47.922857143,44.332380952,44.373913043,46.04047619,48.983181818,50.806521739,50.415,48.272631579,51.178571429,52.3875,51.367391304,51.6825,52.05,51.484090909,51.795238095,54.1,55.145238095,59.995238095,56.829545455,55.034782609,58.242857143,61.605,60.754761905,59.85,61.630952381,61.95,59.247619048,64.77173913,64.122727273,62.880952381,61.65,60.64047619,61.613636364,67.32,74.047826087,67.944444444,69.372727273,66.747727273,67.0325,66.925,67.94047619,66.786363636,63.936363636,61.765789474,62.64047619,62.72,63.220909091,65.275789474,67.064285714,65.839047619,64.715454545,65.578421053,65.578823529,60.023333333,52.937272727,48.914444444,46.255909091,44.12,45.488421053,46.770909091,50.556666667,44.059047619,39.299565217,40.18,41.019090909,34.467391304,29.5465,24.647619048,25.60952381,24.6705,23.354090909,29.745,31.3845,29.835238095,27.950454545,33.202380952,37.266363636,45.038636364,43.2775,41.425882353,FR0000045551,CrAgMorb
51.223809524,50.05952381,50.702173913,52.761111111,52.663636364,51.761904762,50.65,50.930434783,50.578571429,50.984090909,51.059090909,49.774736842,51.294090909,50.489,52.277272727,55.997368421,62.320454545,71.54,71.995454545,61.5475,59.344736842,62.758695652,65.7125,64.516666667,65.115909091,59.8725,66.535,63.807142857,62.55,62.555263158,61.684782609,60.133333333,60.59047619,60.278571429,62.885714286,62.178947368,57.7075,53.075,57.797619048,58.294736842,58.1875,54.7825,57.545652174,69.91,70.838636364,69.65,70.095,67.019047619,67.276190476,67.8825,69.084782609,68.81,70.092857143,68.531818182,68.136363636,69.890909091,71.559090909,75.25952381,72.054761905,71.254347826,73.202380952,76.625,75.319047619,78.530952381,79.659090909,76.704545455,76.804761905,82.036956522,79.075,84.602380952,82.063636364,80.261904762,82.165909091,86.87,94.191304348,91.227777778,91.690909091,88.411363636,87.792857143,89.763043478,85.169047619,86.997727273,88.497727273,88.084210526,91.361363636,95.193,95.475,96.267368421,96.121363636,88.381428571,84.26,80.871304348,78.746,78.298695652,79.961363636,76.497368421,71.226818182,60.863809524,59.404210526,57.83,61.675238095,50.276190476,38.343043478,39.612380952,40.319545455,32.29,28.63,24.467619048,27.094285714,25.91,23.680909091,26.3615,30.3705,26.578181818,25.51,27.471904762,31.663636364,44.07,41.320952381,41.224545455,FR0000185514,CrAgNord
37.507142857,36.502380952,36.016956522,36.044444444,39.805454545,47.567142857,52.3305,53.136521739,55.913333333,57.421818182,55.576363636,55.431578947,57.423636364,62.226,64.737727273,63.644210526,73.356818182,74.0925,66.454545455,65.684090909,64.8225,65.310869565,65.436363636,64.255555556,71.663636364,69.9225,70.4275,71.716666667,69.379545455,82.03,83.902173913,87.827272727,91.166666667,89.354347826,95.604761905,96.0925,93.804545455,89.91,91.847619048,96.47,99.747619048,101.7,100.81956522,102.44285714,104.15909091,101.95217391,102.885,102.12857143,105.59761905,117.24,122.87826087,114.775,109.67619048,111.56363636,111.9,111.85454545,110.66818182,106.98571429,108.86818182,103.23043478,102.93571429,103.35,99.628571429,93.704761905,92.525,96.345454545,93.19047619,89.765217391,89.972727273,90.985714286,88.652272727,88.907142857,88.493181818,94.7175,96.952173913,97.947222222,100.88181818,100.31136364,102,97.965217391,100.5452381,96.959090909,93.929545455,97.107894737,99.829545455,98.8865,97.827272727,94.683157895,95.459545455,95.974285714,96.505454545,91.999565217,88.457,91.271304348,84.62,77.048421053,69.633636364,68.847619048,65.561578947,63.691818182,71.885714286,67.89952381,54.628695652,62.09047619,60.918636364,52.96173913,51.3745,44.035238095,40.848571429,39.3825,38.169090909,38.54,44.1185,50.563181818,48.585217391,52.491904762,55.788181818,60.943333333,56.727142857,58.177727273,FR0000045346,CrAgSrh
61.907142857,61.69047619,64.063043478,64.980555556,67.640909091,67.464285714,69.765,70.27173913,70.766666667,77.504545455,79.35,79.810526316,76.345454545,76.85,81.434090909,82.555263158,85.879545455,104.72105263,108.05714286,95.345238095,100.1425,99.565217391,96.213636364,89.2,93.222727273,84.705,91.2375,87.371428571,85.845454545,87.695,79.336956522,85.579545455,86.65952381,83.134782609,80.10952381,79.1,73.945454545,68.0675,63.192857143,66.4075,73.776190476,70.771428571,69.167391304,73.84047619,88.697727273,89.993478261,85.247368421,82.225,83.5825,83.9975,86.984782609,94.725,99.342857143,97.918181818,101.08181818,104.60454545,105.77272727,116.87619048,119.26818182,112.90869565,117.56666667,121.23,125.67142857,130.6952381,132.25909091,127.83181818,128.97,136.89130435,143.15909091,140.04285714,139.85454545,140.02380952,143.83181818,161.185,179.42173913,170.58888889,177.25,179.14090909,173.355,172.97826087,180.38571429,177.01818182,177.29090909,167.88947368,167.1,169.035,171.09238095,173.55833333,180.64428571,174.7047619,174.2,166.77826087,166.34368421,169.08956522,169.15714286,164.12105263,146.28571429,123.957,124.46421053,111.09181818,117.77666667,102.30428571,80.793181818,80.685238095,80.291818182,69.394347826,60.2525,49.405714286,52.516666667,56.0265,55.171818182,62.336,74.299,68.488181818,63.836956522,76.09047619,85.797272727,111.62954545,109.36904762,101.478,FR0000045544,CAToulouse
